GyroX,GyroY,GyroZ
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.04972,-0.05913,-0.00038
0.04972,-0.05913,-0.00038
0.04972,-0.05913,-0.00038
0.04972,-0.05913,-0.00038
0.04972,-0.05913,-0.00038
0.01936,-0.05913,0.02998
0.01936,-0.05913,0.02998
0.01936,-0.05913,0.02998
0.01936,-0.05913,0.02998
0.01936,-0.05913,0.02998
0.01936,-0.05913,0.02998
-0.00342,-0.03636,0.04516
-0.00342,-0.03636,0.04516
-0.00342,-0.03636,0.04516
-0.00342,-0.03636,0.04516
-0.00342,-0.03636,0.04516
-0.00342,-0.03636,0.04516
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.03454,-0.02877,0.0148
0.03454,-0.02877,0.0148
0.03454,-0.02877,0.0148
0.03454,-0.02877,0.0148
0.03454,-0.02877,0.0148
0.03454,-0.02877,0.0148
-0.01101,-0.04395,-0.00038
-0.01101,-0.04395,-0.00038
-0.01101,-0.04395,-0.00038
-0.01101,-0.04395,-0.00038
-0.01101,-0.04395,-0.00038
-0.01101,-0.04395,-0.00038
0.04972,-0.01359,0.02998
0.04972,-0.01359,0.02998
0.04972,-0.01359,0.02998
0.04972,-0.01359,0.02998
0.04972,-0.01359,0.02998
0.03454,-0.01359,0.00721
0.03454,-0.01359,0.00721
0.03454,-0.01359,0.00721
0.03454,-0.01359,0.00721
0.03454,-0.01359,0.00721
0.03454,-0.01359,0.00721
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
-0.01101,0.00918,-0.00038
-0.01101,0.00918,-0.00038
-0.01101,0.00918,-0.00038
-0.01101,0.00918,-0.00038
-0.01101,0.00918,-0.00038
-0.01101,0.00918,-0.00038
-0.01101,0.01677,-0.04592
-0.01101,0.01677,-0.04592
-0.01101,0.01677,-0.04592
-0.01101,0.01677,-0.04592
-0.01101,0.01677,-0.04592
0.03454,0.00918,0.0148
0.03454,0.00918,0.0148
0.03454,0.00918,0.0148
0.03454,0.00918,0.0148
0.03454,0.00918,0.0148
0.03454,0.00918,0.0148
-0.03378,0.01677,0.02239
-0.03378,0.01677,0.02239
-0.03378,0.01677,0.02239
-0.03378,0.01677,0.02239
-0.03378,0.01677,0.02239
-0.03378,0.01677,0.02239
0.02695,-0.02118,0.0148
0.02695,-0.02118,0.0148
0.02695,-0.02118,0.0148
0.02695,-0.02118,0.0148
0.02695,-0.02118,0.0148
0.01936,-0.01359,0.00721
0.01936,-0.01359,0.00721
0.01936,-0.01359,0.00721
0.01936,-0.01359,0.00721
0.01936,-0.01359,0.00721
0.01936,-0.01359,0.00721
0.01936,0.00159,0.0148
0.01936,0.00159,0.0148
0.01936,0.00159,0.0148
0.01936,0.00159,0.0148
0.01936,0.00159,0.0148
0.01936,0.00159,0.0148
-0.0186,-0.02118,0.04516
-0.0186,-0.02118,0.04516
-0.0186,-0.02118,0.04516
-0.0186,-0.02118,0.04516
-0.0186,-0.02118,0.04516
-0.0186,-0.02118,0.04516
-0.0186,-0.02877,0.02239
-0.0186,-0.02877,0.02239
-0.0186,-0.02877,0.02239
-0.0186,-0.02877,0.02239
-0.0186,-0.02877,0.02239
0.00417,0.02436,0.02239
0.00417,0.02436,0.02239
0.00417,0.02436,0.02239
0.00417,0.02436,0.02239
0.00417,0.02436,0.02239
0.00417,0.02436,0.02239
0.00417,0.03954,-0.00038
0.00417,0.03954,-0.00038
0.00417,0.03954,-0.00038
0.00417,0.03954,-0.00038
0.00417,0.03954,-0.00038
0.00417,0.03954,-0.00038
-0.02619,-0.006,-0.00797
-0.02619,-0.006,-0.00797
-0.02619,-0.006,-0.00797
-0.02619,-0.006,-0.00797
-0.02619,-0.006,-0.00797
-0.02619,-0.006,-0.00797
0.01936,-0.02118,0.00721
0.01936,-0.02118,0.00721
0.01936,-0.02118,0.00721
0.01936,-0.02118,0.00721
0.01936,-0.02118,0.00721
0.01176,-0.006,-0.03074
0.01176,-0.006,-0.03074
0.01176,-0.006,-0.03074
0.01176,-0.006,-0.03074
0.01176,-0.006,-0.03074
0.01176,-0.006,-0.03074
0.04213,0.02436,0.02239
0.04213,0.02436,0.02239
0.04213,0.02436,0.02239
0.04213,0.02436,0.02239
0.04213,0.02436,0.02239
0.04213,0.02436,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
-0.02619,0.00918,-0.00797
-0.02619,0.00918,-0.00797
-0.02619,0.00918,-0.00797
-0.02619,0.00918,-0.00797
-0.02619,0.00918,-0.00797
-0.02619,0.00918,-0.00797
-0.0186,-0.006,0.02239
-0.0186,-0.006,0.02239
-0.0186,-0.006,0.02239
-0.0186,-0.006,0.02239
-0.0186,-0.006,0.02239
-0.0186,-0.006,0.02239
-0.03378,-0.02877,0.04516
-0.03378,-0.02877,0.04516
-0.03378,-0.02877,0.04516
-0.03378,-0.02877,0.04516
-0.03378,-0.02877,0.04516
-0.03378,-0.02877,0.04516
0.03454,-0.02118,-0.00797
0.03454,-0.02118,-0.00797
0.03454,-0.02118,-0.00797
0.03454,-0.02118,-0.00797
0.03454,-0.02118,-0.00797
0.03454,-0.03636,-0.00797
0.03454,-0.03636,-0.00797
0.03454,-0.03636,-0.00797
0.03454,-0.03636,-0.00797
0.03454,-0.03636,-0.00797
0.03454,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
0.01936,-0.03636,-0.00797
-0.02619,0.00918,0.02998
-0.02619,0.00918,0.02998
-0.02619,0.00918,0.02998
-0.02619,0.00918,0.02998
-0.02619,0.00918,0.02998
-0.00342,0.00159,-0.00797
-0.00342,0.00159,-0.00797
-0.00342,0.00159,-0.00797
-0.00342,0.00159,-0.00797
-0.00342,0.00159,-0.00797
-0.00342,0.00159,-0.00797
0.00417,0.02436,-0.01556
0.00417,0.02436,-0.01556
0.00417,0.02436,-0.01556
0.00417,0.02436,-0.01556
0.00417,0.02436,-0.01556
0.00417,0.02436,-0.01556
0.05731,0.00918,-0.03074
0.05731,0.00918,-0.03074
0.05731,0.00918,-0.03074
0.05731,0.00918,-0.03074
0.05731,0.00918,-0.03074
0.05731,0.00918,-0.03074
0.08008,-0.02877,0.00721
0.08008,-0.02877,0.00721
0.08008,-0.02877,0.00721
0.08008,-0.02877,0.00721
0.08008,-0.02877,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01176,-0.02118,-0.00797
0.01176,-0.02118,-0.00797
0.01176,-0.02118,-0.00797
0.01176,-0.02118,-0.00797
0.01176,-0.02118,-0.00797
0.01176,-0.02118,-0.00797
-0.04137,-0.06672,-0.00797
-0.04137,-0.06672,-0.00797
-0.04137,-0.06672,-0.00797
-0.04137,-0.06672,-0.00797
-0.04137,-0.06672,-0.00797
-0.05655,-0.03636,-0.00797
-0.05655,-0.03636,-0.00797
-0.05655,-0.03636,-0.00797
-0.05655,-0.03636,-0.00797
-0.05655,-0.03636,-0.00797
-0.05655,-0.03636,-0.00797
0.03454,0.00159,0.0148
0.03454,0.00159,0.0148
0.03454,0.00159,0.0148
0.03454,0.00159,0.0148
0.03454,0.00159,0.0148
0.03454,0.00159,0.0148
0.01936,0.01677,0.03757
0.01936,0.01677,0.03757
0.01936,0.01677,0.03757
0.01936,0.01677,0.03757
0.01936,0.01677,0.03757
0.01936,0.01677,0.03757
0.03454,0.02436,0.00721
0.03454,0.02436,0.00721
0.03454,0.02436,0.00721
0.03454,0.02436,0.00721
0.03454,0.02436,0.00721
0.00417,-0.02118,0.06793
0.00417,-0.02118,0.06793
0.00417,-0.02118,0.06793
0.00417,-0.02118,0.06793
0.00417,-0.02118,0.06793
0.00417,-0.02118,0.06793
-0.04896,0.00918,0.00721
-0.04896,0.00918,0.00721
-0.04896,0.00918,0.00721
-0.04896,0.00918,0.00721
-0.04896,0.00918,0.00721
-0.04896,0.00918,0.00721
-0.0186,-0.03636,0.03757
-0.0186,-0.03636,0.03757
-0.0186,-0.03636,0.03757
-0.0186,-0.03636,0.03757
-0.0186,-0.03636,0.03757
0.00417,0.00918,0.04516
0.00417,0.00918,0.04516
0.00417,0.00918,0.04516
0.00417,0.00918,0.04516
0.00417,0.00918,0.04516
0.00417,0.00918,0.04516
-0.04137,-0.02118,0.03757
-0.04137,-0.02118,0.03757
-0.04137,-0.02118,0.03757
-0.04137,-0.02118,0.03757
-0.04137,-0.02118,0.03757
-0.04137,-0.02118,0.03757
-0.01101,-0.02877,0.06034
-0.01101,-0.02877,0.06034
-0.01101,-0.02877,0.06034
-0.01101,-0.02877,0.06034
-0.01101,-0.02877,0.06034
-0.01101,-0.02877,0.06034
-0.04137,-0.02877,0.0148
-0.04137,-0.02877,0.0148
-0.04137,-0.02877,0.0148
-0.04137,-0.02877,0.0148
-0.04137,-0.02877,0.0148
-0.01101,0.00159,0.02239
-0.01101,0.00159,0.02239
-0.01101,0.00159,0.02239
-0.01101,0.00159,0.02239
-0.01101,0.00159,0.02239
-0.01101,0.00159,0.02239
0.01176,-0.006,0.04516
0.01176,-0.006,0.04516
0.01176,-0.006,0.04516
0.01176,-0.006,0.04516
0.01176,-0.006,0.04516
0.01176,-0.006,0.04516
0.00417,-0.03636,0.02239
0.00417,-0.03636,0.02239
0.00417,-0.03636,0.02239
0.00417,-0.03636,0.02239
0.00417,-0.03636,0.02239
0.00417,-0.03636,0.02239
0.01176,0.00159,0.02239
0.01176,0.00159,0.02239
0.01176,0.00159,0.02239
0.01176,0.00159,0.02239
0.01176,0.00159,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.006,0.02239
0.01936,-0.03636,0.06793
0.01936,-0.03636,0.06793
0.01936,-0.03636,0.06793
0.01936,-0.03636,0.06793
0.01936,-0.03636,0.06793
0.01936,-0.03636,0.06793
0.03454,0.00159,0.00721
0.03454,0.00159,0.00721
0.03454,0.00159,0.00721
0.03454,0.00159,0.00721
0.03454,0.00159,0.00721
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.01176,-0.01359,0.03757
0.02695,0.00159,0.04516
0.02695,0.00159,0.04516
0.02695,0.00159,0.04516
0.02695,0.00159,0.04516
0.02695,0.00159,0.04516
0.02695,0.00159,0.04516
-0.0186,-0.04395,-0.00038
-0.0186,-0.04395,-0.00038
-0.0186,-0.04395,-0.00038
-0.0186,-0.04395,-0.00038
-0.0186,-0.04395,-0.00038
-0.0186,-0.04395,-0.00038
0.03454,-0.05913,-0.05351
0.03454,-0.05913,-0.05351
0.03454,-0.05913,-0.05351
0.03454,-0.05913,-0.05351
0.03454,-0.05913,-0.05351
0.03454,0.00918,-0.02315
0.03454,0.00918,-0.02315
0.03454,0.00918,-0.02315
0.03454,0.00918,-0.02315
0.03454,0.00918,-0.02315
0.03454,0.00918,-0.02315
0.00417,-0.04395,-0.00038
0.00417,-0.04395,-0.00038
0.00417,-0.04395,-0.00038
0.00417,-0.04395,-0.00038
0.00417,-0.04395,-0.00038
0.00417,-0.04395,-0.00038
0.01936,-0.02118,-0.01556
0.01936,-0.02118,-0.01556
0.01936,-0.02118,-0.01556
0.01936,-0.02118,-0.01556
0.01936,-0.02118,-0.01556
-0.00342,0.03195,0.00721
-0.00342,0.03195,0.00721
-0.00342,0.03195,0.00721
-0.00342,0.03195,0.00721
-0.00342,0.03195,0.00721
-0.00342,0.03195,0.00721
-0.01101,0.04713,0.02998
-0.01101,0.04713,0.02998
-0.01101,0.04713,0.02998
-0.01101,0.04713,0.02998
-0.01101,0.04713,0.02998
-0.01101,0.04713,0.02998
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.01936,0.01677,0.00721
0.02695,0.00159,0.02239
0.02695,0.00159,0.02239
0.02695,0.00159,0.02239
0.02695,0.00159,0.02239
0.02695,0.00159,0.02239
0.01176,0.02436,0.02239
0.01176,0.02436,0.02239
0.01176,0.02436,0.02239
0.01176,0.02436,0.02239
0.01176,0.02436,0.02239
0.01176,0.02436,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.02695,-0.006,0.02239
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
0.04213,-0.02118,-0.00797
-0.02619,-0.02118,0.04516
-0.02619,-0.02118,0.04516
-0.02619,-0.02118,0.04516
-0.02619,-0.02118,0.04516
-0.02619,-0.02118,0.04516
-0.02619,-0.02118,0.04516
0.02695,-0.02877,0.02239
0.02695,-0.02877,0.02239
0.02695,-0.02877,0.02239
0.02695,-0.02877,0.02239
0.02695,-0.02877,0.02239
0.02695,-0.02877,0.02239
-0.0186,0.00159,0.0148
-0.0186,0.00159,0.0148
-0.0186,0.00159,0.0148
-0.0186,0.00159,0.0148
-0.0186,0.00159,0.0148
-0.01101,0.04713,0.00721
-0.01101,0.04713,0.00721
-0.01101,0.04713,0.00721
-0.01101,0.04713,0.00721
-0.01101,0.04713,0.00721
-0.01101,0.04713,0.00721
0.02695,-0.02118,-0.03074
0.02695,-0.02118,-0.03074
0.02695,-0.02118,-0.03074
0.02695,-0.02118,-0.03074
0.02695,-0.02118,-0.03074
0.02695,-0.02118,-0.03074
0.04213,-0.05154,0.03757
0.04213,-0.05154,0.03757
0.04213,-0.05154,0.03757
0.04213,-0.05154,0.03757
0.04213,-0.05154,0.03757
0.04213,-0.006,0.0148
0.04213,-0.006,0.0148
0.04213,-0.006,0.0148
0.04213,-0.006,0.0148
0.04213,-0.006,0.0148
0.04213,-0.006,0.0148
-0.00342,0.00159,-0.00038
-0.00342,0.00159,-0.00038
-0.00342,0.00159,-0.00038
-0.00342,0.00159,-0.00038
-0.00342,0.00159,-0.00038
-0.00342,0.00159,-0.00038
-0.01101,0.02436,0.02998
-0.01101,0.02436,0.02998
-0.01101,0.02436,0.02998
-0.01101,0.02436,0.02998
-0.01101,0.02436,0.02998
-0.01101,0.02436,0.02998
-0.05655,-0.01359,0.02239
-0.05655,-0.01359,0.02239
-0.05655,-0.01359,0.02239
-0.05655,-0.01359,0.02239
-0.05655,-0.01359,0.02239
-0.05655,-0.006,-0.00797
-0.05655,-0.006,-0.00797
-0.05655,-0.006,-0.00797
-0.05655,-0.006,-0.00797
-0.05655,-0.006,-0.00797
-0.05655,-0.006,-0.00797
-0.01101,0.00159,0.00721
-0.01101,0.00159,0.00721
-0.01101,0.00159,0.00721
-0.01101,0.00159,0.00721
-0.01101,0.00159,0.00721
-0.01101,0.00159,0.00721
0.01936,-0.02877,0.00721
0.01936,-0.02877,0.00721
0.01936,-0.02877,0.00721
0.01936,-0.02877,0.00721
0.01936,-0.02877,0.00721
0.01936,-0.02877,0.00721
0.04972,-0.01359,-0.03833
0.04972,-0.01359,-0.03833
0.04972,-0.01359,-0.03833
0.04972,-0.01359,-0.03833
0.04972,-0.01359,-0.03833
-0.02619,-0.01359,-0.00797
-0.02619,-0.01359,-0.00797
-0.02619,-0.01359,-0.00797
-0.02619,-0.01359,-0.00797
-0.02619,-0.01359,-0.00797
-0.02619,-0.01359,-0.00797
-0.03378,0.00159,0.0148
-0.03378,0.00159,0.0148
-0.03378,0.00159,0.0148
-0.03378,0.00159,0.0148
-0.03378,0.00159,0.0148
-0.03378,0.00159,0.0148
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
-0.01101,0.01677,0.05275
-0.01101,0.01677,0.05275
-0.01101,0.01677,0.05275
-0.01101,0.01677,0.05275
-0.01101,0.01677,0.05275
-0.01101,0.01677,0.05275
-0.0186,0.03195,0.00721
-0.0186,0.03195,0.00721
-0.0186,0.03195,0.00721
-0.0186,0.03195,0.00721
-0.0186,0.03195,0.00721
-0.0186,0.03195,0.00721
-0.01101,0.0699,0.0148
-0.01101,0.0699,0.0148
-0.01101,0.0699,0.0148
-0.01101,0.0699,0.0148
-0.01101,0.0699,0.0148
-0.01101,0.0699,0.0148
0.04213,0.00918,0.0148
0.04213,0.00918,0.0148
0.04213,0.00918,0.0148
0.04213,0.00918,0.0148
0.04213,0.00918,0.0148
0.01176,-0.03636,0.03757
0.01176,-0.03636,0.03757
0.01176,-0.03636,0.03757
0.01176,-0.03636,0.03757
0.01176,-0.03636,0.03757
0.01176,-0.03636,0.03757
0.02695,-0.02118,0.00721
0.02695,-0.02118,0.00721
0.02695,-0.02118,0.00721
0.02695,-0.02118,0.00721
0.02695,-0.02118,0.00721
0.02695,-0.02118,0.00721
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
-0.01101,0.00918,0.02239
0.00417,-0.02877,0.03757
0.00417,-0.02877,0.03757
0.00417,-0.02877,0.03757
0.00417,-0.02877,0.03757
0.00417,-0.02877,0.03757
0.00417,-0.02877,0.03757
0.01176,-0.03636,0.06034
0.01176,-0.03636,0.06034
0.01176,-0.03636,0.06034
0.01176,-0.03636,0.06034
0.01176,-0.03636,0.06034
0.01176,-0.03636,0.06034
0.02695,-0.02877,-0.02315
0.02695,-0.02877,-0.02315
0.02695,-0.02877,-0.02315
0.02695,-0.02877,-0.02315
0.02695,-0.02877,-0.02315
0.02695,-0.02877,-0.02315
0.04213,0.00159,-0.03833
0.04213,0.00159,-0.03833
0.04213,0.00159,-0.03833
0.04213,0.00159,-0.03833
0.04213,0.00159,-0.03833
0.04972,0.04713,-0.02315
0.04972,0.04713,-0.02315
0.04972,0.04713,-0.02315
0.04972,0.04713,-0.02315
0.04972,0.04713,-0.02315
0.04972,0.04713,-0.02315
0.01176,0.00159,-0.02315
0.01176,0.00159,-0.02315
0.01176,0.00159,-0.02315
0.01176,0.00159,-0.02315
0.01176,0.00159,-0.02315
0.01176,0.00159,-0.02315
0.01936,-0.006,-0.00038
0.01936,-0.006,-0.00038
0.01936,-0.006,-0.00038
0.01936,-0.006,-0.00038
0.01936,-0.006,-0.00038
0.02695,-0.02118,0.03757
0.02695,-0.02118,0.03757
0.02695,-0.02118,0.03757
0.02695,-0.02118,0.03757
0.02695,-0.02118,0.03757
0.02695,-0.02118,0.03757
0.01936,-0.03636,-0.00038
0.01936,-0.03636,-0.00038
0.01936,-0.03636,-0.00038
0.01936,-0.03636,-0.00038
0.01936,-0.03636,-0.00038
0.01936,-0.03636,-0.00038
-0.0186,-0.02118,-0.00038
-0.0186,-0.02118,-0.00038
-0.0186,-0.02118,-0.00038
-0.0186,-0.02118,-0.00038
-0.0186,-0.02118,-0.00038
-0.0186,-0.02118,-0.00038
0.02695,-0.04395,0.03757
0.02695,-0.04395,0.03757
0.02695,-0.04395,0.03757
0.02695,-0.04395,0.03757
0.02695,-0.04395,0.03757
0.01176,0.00159,0.00721
0.01176,0.00159,0.00721
0.01176,0.00159,0.00721
0.01176,0.00159,0.00721
0.01176,0.00159,0.00721
0.01176,0.00159,0.00721
0.00417,-0.02118,-0.00038
0.00417,-0.02118,-0.00038
0.00417,-0.02118,-0.00038
0.00417,-0.02118,-0.00038
0.00417,-0.02118,-0.00038
0.00417,-0.02118,-0.00038
-0.0186,-0.02877,0.03757
-0.0186,-0.02877,0.03757
-0.0186,-0.02877,0.03757
-0.0186,-0.02877,0.03757
-0.0186,-0.02877,0.03757
-0.02619,0.00159,-0.02315
-0.02619,0.00159,-0.02315
-0.02619,0.00159,-0.02315
-0.02619,0.00159,-0.02315
-0.02619,0.00159,-0.02315
-0.02619,0.00159,-0.02315
-0.02619,-0.02118,0.00721
-0.02619,-0.02118,0.00721
-0.02619,-0.02118,0.00721
-0.02619,-0.02118,0.00721
-0.02619,-0.02118,0.00721
-0.02619,-0.02118,0.00721
-0.04896,-0.05154,0.0148
-0.04896,-0.05154,0.0148
-0.04896,-0.05154,0.0148
-0.04896,-0.05154,0.0148
-0.04896,-0.05154,0.0148
-0.04896,-0.05154,0.0148
-0.01101,0.00159,-0.03833
-0.01101,0.00159,-0.03833
-0.01101,0.00159,-0.03833
-0.01101,0.00159,-0.03833
-0.01101,0.00159,-0.03833
0.00417,0.01677,-0.01556
0.00417,0.01677,-0.01556
0.00417,0.01677,-0.01556
0.00417,0.01677,-0.01556
0.00417,0.01677,-0.01556
0.00417,0.01677,-0.01556
0.03454,0.00159,0.02239
0.03454,0.00159,0.02239
0.03454,0.00159,0.02239
0.03454,0.00159,0.02239
0.03454,0.00159,0.02239
0.03454,0.00159,0.02239
0.04972,-0.02118,-0.03074
0.04972,-0.02118,-0.03074
0.04972,-0.02118,-0.03074
0.04972,-0.02118,-0.03074
0.04972,-0.02118,-0.03074
0.04972,-0.006,0.02998
0.04972,-0.006,0.02998
0.04972,-0.006,0.02998
0.04972,-0.006,0.02998
0.04972,-0.006,0.02998
0.04972,-0.006,0.02998
-0.00342,-0.05913,0.03757
-0.00342,-0.05913,0.03757
-0.00342,-0.05913,0.03757
-0.00342,-0.05913,0.03757
-0.00342,-0.05913,0.03757
-0.00342,-0.05913,0.03757
-0.0186,-0.02877,0.02998
-0.0186,-0.02877,0.02998
-0.0186,-0.02877,0.02998
-0.0186,-0.02877,0.02998
-0.0186,-0.02877,0.02998
-0.0186,-0.02877,0.02998
0.04972,0.01677,0.06034
0.04972,0.01677,0.06034
0.04972,0.01677,0.06034
0.04972,0.01677,0.06034
0.04972,0.01677,0.06034
0.03454,0.00918,0.03757
0.03454,0.00918,0.03757
0.03454,0.00918,0.03757
0.03454,0.00918,0.03757
0.03454,0.00918,0.03757
0.03454,0.00918,0.03757
0.04972,0.03195,-0.03074
0.04972,0.03195,-0.03074
0.04972,0.03195,-0.03074
0.04972,0.03195,-0.03074
0.04972,0.03195,-0.03074
0.04972,0.03195,-0.03074
0.02695,0.00159,0.02998
0.02695,0.00159,0.02998
0.02695,0.00159,0.02998
0.02695,0.00159,0.02998
0.02695,0.00159,0.02998
0.02695,0.00159,0.02998
-0.03378,-0.006,0.03757
-0.03378,-0.006,0.03757
-0.03378,-0.006,0.03757
-0.03378,-0.006,0.03757
-0.03378,-0.006,0.03757
0.00417,-0.03636,0.0148
0.00417,-0.03636,0.0148
0.00417,-0.03636,0.0148
0.00417,-0.03636,0.0148
0.00417,-0.03636,0.0148
0.00417,-0.03636,0.0148
0.02695,-0.03636,-0.03074
0.02695,-0.03636,-0.03074
0.02695,-0.03636,-0.03074
0.02695,-0.03636,-0.03074
0.02695,-0.03636,-0.03074
0.02695,-0.03636,-0.03074
-0.01101,-0.02118,0.05275
-0.01101,-0.02118,0.05275
-0.01101,-0.02118,0.05275
-0.01101,-0.02118,0.05275
-0.01101,-0.02118,0.05275
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.01359,0.03757
0.01936,-0.02118,0.05275
0.01936,-0.02118,0.05275
0.01936,-0.02118,0.05275
0.01936,-0.02118,0.05275
0.01936,-0.02118,0.05275
0.01936,-0.02118,0.05275
-0.04137,0.00159,0.04516
-0.04137,0.00159,0.04516
-0.04137,0.00159,0.04516
-0.04137,0.00159,0.04516
-0.04137,0.00159,0.04516
-0.02619,0.00918,0.00721
-0.02619,0.00918,0.00721
-0.02619,0.00918,0.00721
-0.02619,0.00918,0.00721
-0.02619,0.00918,0.00721
-0.02619,0.00918,0.00721
-0.02619,-0.03636,0.06034
-0.02619,-0.03636,0.06034
-0.02619,-0.03636,0.06034
-0.02619,-0.03636,0.06034
-0.02619,-0.03636,0.06034
-0.02619,-0.03636,0.06034
-0.03378,0.02436,0.02239
-0.03378,0.02436,0.02239
-0.03378,0.02436,0.02239
-0.03378,0.02436,0.02239
-0.03378,0.02436,0.02239
-0.03378,0.02436,0.02239
0.04972,-0.02118,0.02998
0.04972,-0.02118,0.02998
0.04972,-0.02118,0.02998
0.04972,-0.02118,0.02998
0.04972,-0.02118,0.02998
-0.00342,-0.02877,-0.00797
-0.00342,-0.02877,-0.00797
-0.00342,-0.02877,-0.00797
-0.00342,-0.02877,-0.00797
-0.00342,-0.02877,-0.00797
-0.00342,-0.02877,-0.00797
0.04213,0.00918,0.04516
0.04213,0.00918,0.04516
0.04213,0.00918,0.04516
0.04213,0.00918,0.04516
0.04213,0.00918,0.04516
0.04213,0.00918,0.04516
0.02695,-0.02877,-0.03833
0.02695,-0.02877,-0.03833
0.02695,-0.02877,-0.03833
0.02695,-0.02877,-0.03833
0.02695,-0.02877,-0.03833
0.00417,-0.006,-0.02315
0.00417,-0.006,-0.02315
0.00417,-0.006,-0.02315
0.00417,-0.006,-0.02315
0.00417,-0.006,-0.02315
0.00417,-0.006,-0.02315
-0.0186,-0.006,-0.00038
-0.0186,-0.006,-0.00038
-0.0186,-0.006,-0.00038
-0.0186,-0.006,-0.00038
-0.0186,-0.006,-0.00038
-0.0186,-0.006,-0.00038
0.04213,-0.04395,-0.03833
0.04213,-0.04395,-0.03833
0.04213,-0.04395,-0.03833
0.04213,-0.04395,-0.03833
0.04213,-0.04395,-0.03833
0.04213,-0.04395,-0.03833
0.03454,-0.006,-0.02315
0.03454,-0.006,-0.02315
0.03454,-0.006,-0.02315
0.03454,-0.006,-0.02315
0.03454,-0.006,-0.02315
0.04213,0.02436,0.02998
0.04213,0.02436,0.02998
0.04213,0.02436,0.02998
0.04213,0.02436,0.02998
0.04213,0.02436,0.02998
0.04213,0.02436,0.02998
-0.00342,-0.006,0.03757
-0.00342,-0.006,0.03757
-0.00342,-0.006,0.03757
-0.00342,-0.006,0.03757
-0.00342,-0.006,0.03757
-0.00342,-0.006,0.03757
0.04213,-0.08949,0.05275
0.04213,-0.08949,0.05275
0.04213,-0.08949,0.05275
0.04213,-0.08949,0.05275
0.04213,-0.08949,0.05275
-0.0186,-0.06672,0.03757
-0.0186,-0.06672,0.03757
-0.0186,-0.06672,0.03757
-0.0186,-0.06672,0.03757
-0.0186,-0.06672,0.03757
-0.0186,-0.06672,0.03757
-0.0186,-0.01359,0.02998
-0.0186,-0.01359,0.02998
-0.0186,-0.01359,0.02998
-0.0186,-0.01359,0.02998
-0.0186,-0.01359,0.02998
-0.0186,-0.01359,0.02998
-0.02619,-0.04395,-0.00038
-0.02619,-0.04395,-0.00038
-0.02619,-0.04395,-0.00038
-0.02619,-0.04395,-0.00038
-0.02619,-0.04395,-0.00038
-0.02619,-0.04395,-0.00038
0.03454,0.00918,0.02239
0.03454,0.00918,0.02239
0.03454,0.00918,0.02239
0.03454,0.00918,0.02239
0.03454,0.00918,0.02239
0.04972,0.00159,0.06034
0.04972,0.00159,0.06034
0.04972,0.00159,0.06034
0.04972,0.00159,0.06034
0.04972,0.00159,0.06034
0.04972,0.00159,0.06034
0.02695,0.01677,0.02239
0.02695,0.01677,0.02239
0.02695,0.01677,0.02239
